country,director,genres,id_IMDb,name,rating_IMDb,year
"Россия,Чехия,Нидерланды",Иван Качалин,документальный,10693092,27 секунд памяти,6.8,2019
США,Спайк Ли,"криминальный фильм,драма",0307901,25-й час,7.6,2002
Уругвай,"Хуан Пабло Ребелья,Пабло Столь",Комедийная драма,0280381,25 ватт,7.1,2001
"ЮАР,США",Джон Кассар,"боевик,драматический фильм",0813980,24 часа: Искупление,7.4,2008
США,Нэнси Савока,комедия,0138279,"24 часа из жизни женщины (фильм, 1999)",5.3,1999
США,Уильям Эшер,научная фантастика,0050085,27-й день,6.2,1957
США,Энн Флетчер,романтическая комедия,0988595,27 свадеб,6.1,2008
Германия,Анна Зора Берашед,драматический фильм,5369484,24 недели,7.2,2016
Германия,Ганс-Христиан Шмидт,"триллер,драма",0126765,23 (фильм),7.2,1998
Россия,Александр Атанесян,"боевик,драма",0260671,"24 часа (фильм, 2000)",6.0,2000
СССР,"Алоиз Бренч,Ростислав Горяев","детективный фильм,драма",0312292,24-25 не возвращается,5.9,1968
США,Брайан Кирк,"драма,триллер,детектив",8688634,21 мост,6.6,2019
Франция,"Арно Ларье,Жан-Мари Ларье",комедия,4022440,21 ночь с Патти,6.2,2015
"США,Германия",Луис Мандоки,триллер,0280380,"24 часа (фильм, 2002)",6.1,2002
Франция,Ришар Берри,"триллер,детектив",1167638,22 пули: Бессмертный,6.6,2010
США,Пол Гринграсс,Драма,7280898,22 июля (фильм),6.8,2018
Россия,Василий Сериков,боевик,2856896,22 минуты,5.3,2014
"Иран,Франция",Аббас Киаростами,драматический фильм,6777170,24 кадра,6.8,2017
США,"Джон Лукас,Скотт Мур",комедия,1711425,21 и больше,5.8,2013
Испания,Эстибалис Урресола Солагурен,"драматический фильм,ЛГБТ-фильм",21113962,20 тысяч разновидностей пчёл,6.9,"2023,2024"
Россия,Александр Горновский,"драма,комедия",1179019,20 сигарет,5.4,2007
США,Натан Юран,"научно-фантастический фильм,фильм о монстрах,фильм-катастрофа,приключенческий фильм,фэнтезийный фильм,фильм ужасов",0050084,20 миллионов миль до Земли,6.3,1957
США,Алехандро Гонсалес Иньярриту,Драма,0315733,21 грамм,7.6,2003
"Испания,Франция",Рамон Саласар,"комедия,мюзикл",0421528,20 сантиметров,6.6,2005
США,Питер Берг,"боевик,триллер",4560436,22 мили,6.1,2018
Украина,Мстислав Чернов,"документальный фильм,военный фильм",24082438,20 дней в Мариуполе,8.6,2023
СССР,Григорий Никулин,исторический фильм,0231006,20 декабря (телефильм),6.7,1981
США,Тамара Олсон,комедия,1294969,18-летняя девственница,2.9,2008
США,Стюарт Патон,фантастика,0006333,"20 000 лье под водой (фильм, 1916)",6.1,1916
Великобритания,"Айан Форсайт,Джейн Поллард","документальный,музыкальный",2920540,20 000 дней на Земле,7.4,2014
США,Ричард Флейшер,"драма,стимпанк,приключенческий фильм",0046672,"20 000 лье под водой (фильм, 1954)",7.2,1954
США,Род Харди,"криминальный фильм,драма,триллер",0118248,"20 000 лье под водой (фильм, 1997)",5.6,1997
Россия,Андрес Пуустусмаа,"исторический,детектив,приключение",1183658,18-14,6.1,2007
Россия,unknown,документальный,unknown,13 друзей хунты,unknown,2014
США,Майкл Кёртис,"Криминальная мелодрама,Тюремная драма",0023731,20 000 лет в Синг-Синге,6.8,1932
Казахстан,Фархат Шарипов,драма,13259906,18 килогерц,6.7,2021
Республика Корея,Ким Джи Хун,"боевик,драма,военный,история",0800341,"18 мая (фильм, 2007)",6.9,2007
Франция,"Дельфин Кулин,Мюриэль Кулин",драма,1860152,17 девушек (фильм),6.0,2011
США,Ричард Доннер,"криминальный фильм,драма,триллер",0450232,16 кварталов,6.6,2006
"Гонконг,Китайская Республика",Джозеф Го,"боевик,драма",0075203,18 бронзовых бойцов,6.2,1975
Франция,Патрик Алессандрен,комедия,0271935,15 августа (фильм),5.6,2001
США,Питер Делуиз,"подростковая,фэнтезийная комедия",1646876,16 желаний,5.4,2010
Россия,Андрей Зайцев,мелодрама,16550728,14+: Продолжение,3.1,2023
"Гонконг,Китай",Дэниел Ли,"боевик,триллер",1442571,14 клинков,6.3,2010
США,Джон Херцфелд,"Криминальная драма,боевик",0179626,15 минут славы,6.1,2001
Франция,Рене Клер,комедия,0024480,14 июля (фильм),7.0,1933
США,Мэл Хаус,ужасы,0473287,13-я жертва,2.3,2008
Гонконг,"Чэн Ган,Дун Шаоюн","приключенческий фильм,драма,военный фильм",0187499,14 амазонок,6.6,1972
Франция,Пьер Морель,"антиутопия,боевик",0414852,13-й район,7.1,2004
Великобритания,"Джонти Эктон,Адам Мэйсон",Ужасы,0263005,13-й знак,3.1,2000
"Франция,Канада",Камиль Деламарр,боевик,1430612,13-й район: Кирпичные особняки,5.6,2014
Чехословакия,Мартин Фрич,"криминальный фильм,драма,экранизация",0168443,13-й участок,6.8,1946
Россия,Андрей Зайцев,мелодрама,4427076,14+,6.9,2015
Япония,Такаси Миикэ,боевик,1436045,13 убийц,7.5,2010
СССР,Сурен Бабаян,фантастический фильм,0096308,13-й апостол,5.7,1988
США,Майкл Бэй,"военный,драма,триллер",4172430,13 часов: Тайные солдаты Бенгази,7.3,2016
США,Уильям Касл,фильм ужасов,0053559,13 призраков,6.0,1960
Нацистская Германия,Эмерих Йозеф Войтек,Комедия,0029831,13 стульев,6.9,1938
,Хакобо Мартинес,фильм ужасов,21199996,13 изгнаний дьявола,4.4,2022
США,Даниэль Штамм,"триллер,фильм ужасов",2059171,13 грехов,6.3,2014
Франция,"Клод Лелуш,Жиль Ги,Франсуа Рейшенбах","документальный фильм,спортивный фильм",0189330,13 дней во Франции,6.8,1968
Румыния,Корнелиу Порумбою,комедия,0809407,12:08 к востоку от Бухареста,7.3,2006
СССР,Александр Белинский,телеспектакль,1663304,12 стульев (телеспектакль),7.1,1966
США,Роэль Рейн,"боевик,триллер",2317524,12 раундов: Перезагрузка,5.3,2013
США,Уильям Фридкин,процессуальная драма,0118528,"12 разгневанных мужчин (фильм, 1997)",7.8,1997
США,Ренни Харлин,"боевик,триллер,криминал",1160368,12 раундов,5.6,2009
СССР,Леонид Гайдай,комедия,0065670,"12 стульев (фильм, 1971)",8.2,1971
СССР,Марк Захаров,"комедия,мюзикл",0075468,"12 стульев (фильм, 1976)",8.2,1977
США,Терри Гиллиам,"фантастика,триллер,драма,антиутопия",0114746,12 обезьян (фильм),8.0,1995
Россия,Денис Елеонский,"фильм-сказка,комедия,мелодрама,семейный фильм",5042486,12 месяцев. Новая сказка,5.1,2015
США,Сидни Люмет,"юридическая ,драма",0050083,"12 разгневанных мужчин (фильм, 1957)",9.0,1957
Россия,Никита Михалков,"психологический,триллер,юридический,детектив,драма,артхаус",0488478,12 (фильм),7.6,2007
"США,Канада",Грег Маркс,"Триллер,детективный фильм,криминал,чёрная комедия",0331811,11:14,7.1,2003
Россия,Александр Баршак,комедия,2585840,"12 месяцев (фильм, 2013)",4.2,2013
СССР,Климентий Минц,"комедия,сказка",5069134,12 могил Ходжи Насреддина,5.4,1966
США,Стив Маккуин,"историческая,драма",2024544,12 лет рабства,8.1,2013
"США,Испания",Даррен Линн Боусман,фильм ужасов о сверхъестественном,1712159,11-11-11,3.9,2011
ЮАР,Джек Шолдер,"ужасы,триллер,драма",0373653,12 дней страха,5.5,2004
Франция,Филипп Годо,драма,2655788,,5.7,2013
Великобритания,Сьюзи Юинг,триллер,6210996,10 на 10,5.1,2018
"США,Иран,Франция,Израиль,Буркина-Фасо,Индия,Япония,Босния и Герцеговина,Египет,Мексика,Великобритания","Самира Махмальбаф,Клод Лелуш,Юсеф Шахин,Данис Танович,Идрисса Одрраого,Кен Лоуч,Алехандро Гонсалес Инарриту,Амос Гитай,Мира Наир,Шон Пенн,Сёхэй Имамура","драма,исторический,киноальманах",0328802,11 сентября (фильм),6.9,2002
США,Джил Джангер,романтическая комедия,0147800,10 причин моей ненависти,7.3,1999
США,Брэд Силберлинг,комедийная драма,0499603,10 шагов к успеху,6.5,2006
США,Мартин Гиги,"драма,фильм-катастрофа",4917224,"9/11 (фильм, 2017)",4.5,2017
США,"Хантер Уикс,англ,рус",Документальное кино,0446083,10 миль в час,6.6,2007
США,Эмметт Олстон,боевик,0089689,9 смертей ниндзя,3.9,1985
"Россия,Украина",Фёдор Бондарчук,"военно,исторический,боевик,драма",0417397,9 рота (фильм),7.1,2005
Великобритания,Майкл Уинтерботтом,"драма,мелодрама,музыкальный фильм,эротика",0411705,9 песен,4.8,2004
США,Джеми Линден,"драма,романтическая комедия",1715873,10 лет спустя,6.1,2011
Франция,Альбер Дюпонтель,комедия,2853614,9 месяцев строгого режима,6.4,2013
"США,ЮАР",Роланд Эммерих,приключенческий боевик,0443649,10 000 лет до нашей эры,5.1,2008
Япония,Тосиаки Тоёда,фильм-драма,0370244,9 душ,7.1,2003
Россия,"Авдотья Смирнова,Александр Котт,Владимир Котт,Евгений Лаврентьев,Карен Оганесян,Максим Пежемский,Егор Кончаловский,Василий Чигинский",Телеальманах,1436582,9 мая. Личное отношение,6.2,"2008,2010"
Казахстан,Аскар Узабаев,комедийный фильм,unknown,5 причин не влюбиться в казаха,unknown,2017
Великобритания,Лаб Ки Мо,"драма,комедия",0336910,9 мёртвых геев,6.2,2002
Дания,Рони Эзра,"Военный,драма",3542188,9 апреля (фильм),6.6,2015
США,Майкл Даус,комедия,11540284,8-битное Рождество,6.7,2021
"Россия,Украина",Марюс Вайсберг,"комедия,мелодрама",5338588,8 лучших свиданий,3.9,2016
Испания,"Перис Романо,Родриго Сорогойен",Романтическая кинокомедия,1172974,8 свиданий,6.0,2008
"США,Германия",Джоэл Шумахер,"триллер,криминал",0134273,8 миллиметров,6.6,1999
"Россия,Украина","Дэвид Додсон,Александр Маляревский",комедия,2258239,8 первых свиданий,6.0,2012
США,Гэри Росс,"кинокомедия,криминальный фильм",5164214,8 подруг Оушена,6.3,2018
"Франция,Италия",Франсуа Озон,"мюзикл,комедия,детектив",0283832,8 женщин (фильм),7.0,2002
Испания,Начо Вигалондо,"короткометражный,музыкальный",0406501,7:35 утра,7.3,"2003,2004,2009,2010"
США,Джон Форд,драма,0060050,7 женщин,6.7,1966
Парагвай,"Хуан Карлос Манелья,Тана Шембори","триллер,криминал",2333598,7 ящиков,7.1,2012
"США,Румыния,Швейцария,Великобритания",Саймон Феллоуз,боевик,0417395,7 секунд (фильм),4.8,2005
Россия,Владимир Потапов,"боевик,драма",1192862,07-й меняет курс,5.5,2007
Россия,Вадим Соколовский,"комедия,мелодрама",3338352,7 главных желаний,1.5,2013
"Великобритания,США",Сэм Мендес,шпионский фильм,1074638,007: Координаты «Скайфолл»,7.8,2012
"США,Германия,Чехия",Себастьян Ниман,"драма,фильм ужасов,триллер",0221928,7 дней до смерти,5.1,2000
Великобритания,"Саймон Кёртис,англ,рус","драма,биография",1655420,7 дней и ночей с Мэрилин,6.9,2011
Россия,Григорий Константинопольский,комедийный фильм,0417396,8 ½ $,6.3,1999
"Великобритания,Новая Зеландия",Тоа Фрейзер,"боевик,триллер",4703048,6 дней,6.2,2017
США,Роджер Споттисвуд,киберпанк,0216216,6-й день,5.9,2000
Франция,Франсуа Озон,"мелодрама,драма",0354356,5×2,6.6,2004
Украина,Алиса Павловская,"драма,триллер,биография",7607276,5 терапия,7.3,2017
"Израиль,ПНА,Франция,Нидерланды","Эмад Бурнат,Гай Давиди",документальный фильм,2125423,5 разбитых камер,7.9,2011
США,"Дж,Блэйксон","постапокалиптика,научная фантастика",2304933,5-я волна,5.2,2016
Россия,Александр Андреев,трагикомедия,15436686,5 недель (фильм),4.7,2021
Великобритания,Ноэль Кларк,триллер,1514041,,5.8,2010
"Финляндия,Норвегия,Швеция,Дания","Рольф Клеменс,Палле Кьерулф-Шмидт,Мауну Куркваара","драма,комедия",0058864,4 x 4 (фильм),6.8,1965
"США,Грузия",Ренни Харлин,"военный,боевик",1486193,5 дней в августе,5.6,2011
США,Абель Феррара,"драма,фантастика",1707391,4:44. Последний день на Земле,4.6,2011
Румыния,Кристиан Мунджиу,"психологическая ,драма",1032846,"4 месяца, 3 недели и 2 дня",7.9,2007
США,Спайк Ли,Исторический документальный,0118540,4 маленькие девочки,7.8,1997
Украина,"Иван Гаврилюк,Сайдо Курбанов",детектив,6571730,4 листа фанеры,5.1,1992
СССР,Радомир Василевский,комедия,0083512,4:0 в пользу Танечки,6.9,1982
США,Марк Балдо,"боевик,приключения,фэнтези",1473345,Бионикл: Легенда возрождается,5.1,2009
США,Симон Бранд,триллер,0450340,5 неизвестных,6.4,2006
США,Кевин Мерфи,Комедия-драма,1596356,Адские кошки,6.7,"2010,2011"
Польша,Януш Маевский,"фантастика,драма",0932937,"Аватар, или Замена душ",6.7,1964
США,unknown,Ужасы,9104072,50 штатов страха,6.5,2020
СССР,Наталия Голованова,unknown,1388880,"Барашек (мультфильм, СССР)",5.9,1990
Дания,Йорген Лендарм,"мультфильм,Комедия,Криминал",1274275,Балбесы 3D,4.6,2010
США,unknown,"комедийный фильм,детский телевизионный сериал,комедийный телесериал",1674117,Герой 108,5.8,"2010,2012"
Франция,"Патрик Алессандрен,фр",боевик,1247640,13-й район: Ультиматум,6.5,2009
"Великобритания,США",Сэм Мендес,шпионский фильм,2379713,007: Спектр,6.8,2015
